,Município,Estado,Prestadores,Serviços,Natureza Jurídica,QD011 - Quantidades de extravasamentos de esgotos registrados,QD012 - Duração dos extravasamentos registrados,QD021 - Quantidade de interrupções sistemáticas,QD022 - Duração das interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados,QD025 - Tempo total de execução dos serviços,POPULAÇÃO ESTIMADA
2933,São Benedito do Sul,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,259,259,"9.905,00",15895
2934,São Bento do Una,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26130011] Prefeitura Municipal de São Bento do Una - PMSBU | [26130040] Prefeitura Municipal de São Bento do Una - PMSBU,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,160.0,"810,00",,,960,914,"57.467,00",59504
2935,São Caitano,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26131011] Prefeitura Municipal de São Caetano - PMSC | [26131040] Prefeitura Municipal de São Caetano - PMSC,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.953,1.849,,37245
2936,São João,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,1.276,1.276,"179.985,00",22793
2937,São Joaquim do Monte,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26133011] Prefeitura Municipal de São Joaquim do Monte - PMSJM | [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,1.1,"132,00",,,1.307,1.306,"49.912,00",21356
2938,São José da Coroa Grande,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,135,125,"28.365,00",21298
2939,São José do Belmonte,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26135011] Prefeitura Municipal de São José do Belmonte - PMSJB,Esgotos | Água,Administração pública direta | Sociedade de economia mista com administração pública,500.0,"48,00",,,780,778,"43.750,00",33959
2940,São José do Egito,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26136011] Prefeitura Municipal de São José do Egito - PMSJE | [26136040] Prefeitura Municipal de São José do Egito - PMSJE,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,1.0,"600,00",,,1.273,1.273,"101.217,00",33951
2941,São Lourenço da Mata,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26137040] PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA - PMSLM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,40.0,"2.800,00",,,6.482,6.261,"1.436.837,00",113230
2942,São Vicente Ferrer,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26138040] Prefeitura Municipal de São Vicente Ferrer - PMSVF,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,125,125,"26.172,00",18018
2943,Serra Talhada,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26139011] Prefeitura Municipal de Serra Talhada - PMST | [26139040] PREFEITURA MUNICIPAL DE SERRA TALHADA - PMST,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,3.998,3.988,,86350
2944,Serrita,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26140011] Prefeitura Municipal de Serrita - PMS | [26140040] Secretaria de Meio Ambiente de Serrita - SEMASE,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,90.0,"395,00",,,287,287,"19.017,00",19165
2945,Sertânia,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26141011] Prefeitura Municipal de Sertania - PMS | [26141040] SECRETARIA DE SERVIÇOS PÚBLICOS DA CIDADE DE SERTÂNIA - PMS,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.161,2.161,"147.904,00",35907
2946,Sirinhaém,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Sociedade de economia mista com administração pública,73.0,"8.592,00",,,536,535,"59.088,00",45865
2947,Solidão,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26144011] Prefeitura Municipal de Solidão - PMS | [26144040] Secretaria de Obras e Infraestrutura - SOE,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,25.0,"2,00",,,27,27,,6007
2948,Surubim,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Sociedade de economia mista com administração pública,12.0,,,,3.224,3.138,"478.931,00",65089
2949,Tabira,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,509,502,"120.480,00",28534
2950,Tacaimbó,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,71.0,"12.720,00",,,654,615,"147.600,00",12874
2951,Tacaratu,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,519,517,"13.577,00",25765
2952,Tamandaré,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Sociedade de economia mista com administração pública,160.0,"12.120,00",,,835,827,"177.505,00",23388
2953,Taquaritinga do Norte,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26150040] Secretaria de Obras e Urbanismo - SEURB,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,347,343,"28.697,00",28775
2954,Terezinha,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26151040] PREFEITURA MUNICIPAL DE TEREZINHA - PMT,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,310,310,"17.509,00",7169
2955,Terra Nova,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26152011] Prefeitura Municipal de Terra Nova - PMTN | [26152040] Prefeitura Municipal de Terra Nova - PMTN,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.101,1.074,"95.529,00",10096
2956,Timbaúba,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,845,845,"97.038,00",53022
2957,Toritama,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26154040] PREFEITURA MUNICIPAL DE TORITAMA - PREFEITURA TORITAMA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.440,2.374,"569.760,00",45219
2958,Tracunhaém,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26155040] PREFEITURA MUNICIPAL DE TRACUNHAÉM - PMT,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,128,122,"29.280,00",13769
2959,Trindade,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26156040] Prefeitura Municipal de Trindade - PMT,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.568,1.546,"80.013,00",30521
2960,Triunfo,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26157040] Prefeitura Municipal de Triunfo - PMT,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,251,251,"13.305,00",15254
2961,Tupanatinga,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,385,385,"92.400,00",27304
2962,Tuparetama,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,420,420,"7.076,00",8202
2963,Venturosa,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,2.0,"120,00",,,303,303,"67.071,00",18482
2964,Verdejante,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26161011] Prefeitura Municipal de Verdejante - PMV,Esgotos | Água,Administração pública direta | Sociedade de economia mista com administração pública,,,,,180,173,,9534
2965,Vertente do Lério,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,50,50,"8.074,00",7618
2966,Vertentes,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26162040] Prefeitura Municipal de Vertentes - PMV,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,237,226,"54.240,00",20731
2967,Vicência,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água,Sociedade de economia mista com administração pública,,,,,257,257,"15.845,00",32643
2968,Vitória de Santo Antão,PE,[26116000] Companhia Pernambucana de Saneamento - COMPESA,Água e Esgoto,Sociedade de economia mista com administração pública,205.0,"49.200,00",,,6.039,5.943,"1.074.888,00",138757
2971,Agricolândia,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22001040] Prefeitura Municipal de Agricolândia - PMA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.124,896,,5139
2972,Água Branca,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22002040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMAM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.377,5.076,,17411
2973,Alagoinha do Piauí,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22002511] Prefeitura Municipal de Alagoinha do Piauí - PMAP | [22002540] PREFEITURA MUNICIPAL DE ALAGOINHA DO PIAUI - PMAPI,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,649,590,,7651
2975,Alto Longá,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,1.058,1.050,,14304
2976,Altos,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,7.493,6.960,,40524
2977,Alvorada do Gurguéia,PI,[22004511] Prefeitura Municipal de Alvorada do Gurguéia - PMAG | [22004540] PREFEITURA MUNICIPAL DE ALVORADA DO GURGUEIA - PMAGPI,Água | Res. Sólidos,Administração pública direta | Administração pública direta,,,4.0,"40,00",22,22,"48,00",5419
2978,Amarante,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22005040] Prefeitura Municipal de Amarante - PMA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.564,2.406,,17598
2979,Angical do Piauí,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,776,649,,6788
2980,Anísio de Abreu,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22007040] Prefeitura Municipal de Anísio de Abreu - PMAA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.794,1.518,,9880
2981,Antônio Almeida,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22008011] Prefeitura Municipal de Antonio Almeida - PMAA | [22008040] Prefeitura Municipal de Antônio Almeida - PMAA,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,139,100,,3164
2986,Avelino Lopes,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,,,,,800,744,,11289
2987,Baixa Grande do Ribeiro,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22011540] PREFEITURA MUNICIPAL DE BAIXA GRANDE DO RIBEIRO - PMBGR,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,798,673,,11586
2989,Barras,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,6.675,6.426,,47066
2990,Barreiras do Piauí,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,277,223,,3348
2991,Barro Duro,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,1.547,1.370,,7032
2992,Batalha,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,Água,Sociedade de economia mista com administração pública,,,,,3.241,3.137,,26857
2994,Belém do Piauí,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,574,490,,3566
3000,Bom Jesus,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22019011] Prefeitura Municipal de Bom Jesus - PMBJ | [22019040] Prefeitura Municipal de Bom Jesus - PMBJ,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,11.433,10.109,,25179
3006,Buriti dos Lopes,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22020040] Prefeitura Municipal de Buriti Dos Lopes - PMBL,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.134,5.123,,19781
3008,Cabeceiras do Piauí,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22020540] Prefeitura Municipal de Cabeceiras do Piauí - PMCP,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,439,320,,10586
3018,Canto do Buriti,PI,[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22023040] PREFEITURA MUNICIPAL DE CANTO DO BURITI - PI,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,4.206,3.337,,21187
